CustomerKey;First Name;Last Name;Full Name;DateFirstPurchase;YearlyIncome;CommuteDistance;Customer City
18171;Alejandro;Zeng;Alejandro Zeng;2021-06-26 00:00:00.000;110000;10+ Miles;Stuttgart
18172;Willie;Black;Willie Black;2022-10-20 00:00:00.000;130000;0-1 Miles;Birmingham
18173;Brent;Zhang;Brent Zhang;2021-11-03 00:00:00.000;130000;0-1 Miles;London
18174;Jill;Munoz;Jill Munoz;2022-01-30 00:00:00.000;90000;10+ Miles;Orly
18175;Carrie;Hernandez;Carrie Hernandez;2020-11-22 00:00:00.000;90000;5-10 Miles;Paris
18176;Bradley;Kumar;Bradley Kumar;2021-06-10 00:00:00.000;110000;10+ Miles;Leipzig
18177;Reginald;Suarez;Reginald Suarez;2021-11-04 00:00:00.000;130000;0-1 Miles;London
18178;Tracy;Goel;Tracy Goel;2022-06-08 00:00:00.000;160000;10+ Miles;Reading
18179;Chelsea;McDonald;Chelsea McDonald;2022-04-17 00:00:00.000;80000;10+ Miles;Paris
18180;Juan;Howard;Juan Howard;2022-05-10 00:00:00.000;120000;10+ Miles;Kassel
18181;Neil;Diaz;Neil Diaz;2022-05-26 00:00:00.000;150000;0-1 Miles;London
18182;Kristi;Prasad;Kristi Prasad;2022-04-09 00:00:00.000;90000;10+ Miles;Berlin
18183;Meagan;Schmidt;Meagan Schmidt;2021-06-22 00:00:00.000;90000;5-10 Miles;Paderborn
18184;Leonard;Chande;Leonard Chande;2022-10-16 00:00:00.000;90000;5-10 Miles;Paris
18185;Laura;Huang;Laura Huang;2021-06-17 00:00:00.000;110000;10+ Miles;Leipzig
18186;Lori;Hernandez;Lori Hernandez;2022-04-13 00:00:00.000;130000;10+ Miles;Newcastle upon Tyne
18187;Dennis;Gao;Dennis Gao;2022-06-03 00:00:00.000;150000;0-1 Miles;West Sussex
18188;Jeffery;Wang;Jeffery Wang;2020-04-04 00:00:00.000;60000;10+ Miles;Warrnambool
18189;Nancy;Mehta;Nancy Mehta;2020-04-04 00:00:00.000;70000;10+ Miles;Silverwater
18190;Danny;Diaz;Danny Diaz;2022-03-20 00:00:00.000;70000;10+ Miles;Findon
18191;Julie;Sharma;Julie Sharma;2022-01-30 00:00:00.000;80000;10+ Miles;North Sydney
18192;Max;Hernandez;Max Hernandez;2022-04-06 00:00:00.000;60000;10+ Miles;North Sydney
18193;Louis;Yuan;Louis Yuan;2020-04-09 00:00:00.000;90000;10+ Miles;Lavender Bay
18194;Yolanda;Kumar;Yolanda Kumar;2022-05-22 00:00:00.000;70000;10+ Miles;Perth
18195;Walter;Sanz;Walter Sanz;2022-04-21 00:00:00.000;70000;10+ Miles;Lane Cove
18196;Ivan;Rana;Ivan Rana;2020-05-11 00:00:00.000;100000;10+ Miles;Coffs Harbour
18197;Jenny;Zimmerman;Jenny Zimmerman;2022-02-19 00:00:00.000;110000;10+ Miles;Darlinghurst
18198;Cedric;Xu;Cedric Xu;2020-05-17 00:00:00.000;120000;10+ Miles;Darlinghurst
18199;Brandy;Lopez;Brandy Lopez;2022-05-30 00:00:00.000;130000;0-1 Miles;Malabar
18200;Alfredo;Gomez;Alfredo Gomez;2020-05-07 00:00:00.000;90000;10+ Miles;Port Macquarie
18201;Karla;Xie;Karla Xie;2020-05-14 00:00:00.000;100000;10+ Miles;Port Macquarie
18202;Erika;Gill;Erika Gill;2020-05-30 00:00:00.000;100000;10+ Miles;Townsville
18203;Louis;Kumar;Louis Kumar;2020-05-11 00:00:00.000;100000;10+ Miles;Milsons Point
18204;Tiffany;Cai;Tiffany Cai;2020-05-09 00:00:00.000;120000;10+ Miles;Rockhampton
18205;Lindsey;Raji;Lindsey Raji;2020-05-08 00:00:00.000;90000;10+ Miles;Port Macquarie
18206;Bruce;Madan;Bruce Madan;2022-04-22 00:00:00.000;100000;10+ Miles;Coffs Harbour
18207;Phillip;Gonzalez;Phillip Gonzalez;2020-05-16 00:00:00.000;100000;10+ Miles;Silverwater
18208;Latoya;Nara;Latoya Nara;2020-05-14 00:00:00.000;90000;10+ Miles;Lavender Bay
18209;Ann;Chandra;Ann Chandra;2020-05-10 00:00:00.000;110000;10+ Miles;Goulburn
18210;Katie;Lal;Katie Lal;2020-05-03 00:00:00.000;130000;0-1 Miles;Silverwater
18211;Jaclyn;Sun;Jaclyn Sun;2022-03-01 00:00:00.000;130000;10+ Miles;Caloundra
18212;Marc;Ramos;Marc Ramos;2020-05-15 00:00:00.000;90000;10+ Miles;St. Leonards
18213;Sheena;Raji;Sheena Raji;2020-05-11 00:00:00.000;100000;10+ Miles;Cloverdale
18214;Ronald;Suri;Ronald Suri;2020-05-29 00:00:00.000;100000;10+ Miles;Melbourne
18215;Ashley;Taylor;Ashley Taylor;2022-10-31 00:00:00.000;90000;10+ Miles;Rockhampton
18216;Susan;Zhang;Susan Zhang;2022-02-23 00:00:00.000;90000;10+ Miles;Townsville
18217;Danny;Alonso;Danny Alonso;2020-05-09 00:00:00.000;110000;10+ Miles;Hawthorne
18218;Thomas;Powell;Thomas Powell;2020-05-11 00:00:00.000;110000;10+ Miles;Wollongong
18219;Felicia;Gomez;Felicia Gomez;2020-05-22 00:00:00.000;120000;10+ Miles;Wollongong
18220;Brent;Huang;Brent Huang;2020-05-07 00:00:00.000;110000;10+ Miles;Brisbane
18221;Marc;Alvarez;Marc Alvarez;2022-08-09 00:00:00.000;160000;10+ Miles;Hawthorne
18222;Carolyn;Suarez;Carolyn Suarez;2020-05-15 00:00:00.000;130000;0-1 Miles;St. Leonards
18223;Noah;Clark;Noah Clark;2022-02-25 00:00:00.000;90000;0-1 Miles;Corvallis
18224;Vanessa;Perry;Vanessa Perry;2022-11-05 00:00:00.000;90000;5-10 Miles;Marysville
18225;Paige;Jenkins;Paige Jenkins;2022-11-05 00:00:00.000;90000;5-10 Miles;Marysville
18226;Joseph;Walker;Joseph Walker;2022-10-20 00:00:00.000;60000;2-5 Miles;Seattle
18227;Miranda;Diaz;Miranda Diaz;2022-09-29 00:00:00.000;60000;0-1 Miles;Lynnwood
18228;Adam;Parker;Adam Parker;2022-10-04 00:00:00.000;60000;2-5 Miles;Santa Cruz
18229;Gabriella;Ward;Gabriella Ward;2022-10-26 00:00:00.000;60000;2-5 Miles;Burlingame
18230;Brianna;Perry;Brianna Perry;2022-11-22 00:00:00.000;60000;0-1 Miles;Bellflower
18231;Janet;Gutierrez;Janet Gutierrez;2022-11-27 00:00:00.000;80000;0-1 Miles;Berkeley
18232;Sophia;Edwards;Sophia Edwards;2022-11-08 00:00:00.000;80000;0-1 Miles;Novato
18233;Mackenzie;Bailey;Mackenzie Bailey;2022-09-29 00:00:00.000;60000;2-5 Miles;Olympia
18234;Alexandria;Russell;Alexandria Russell;2022-10-07 00:00:00.000;60000;2-5 Miles;Sedro Woolley
18235;Vincent;Guo;Vincent Guo;2022-08-31 00:00:00.000;70000;0-1 Miles;Beverly Hills
18236;Andrew;Wilson;Andrew Wilson;2022-10-18 00:00:00.000;80000;0-1 Miles;Shawnee
18237;Nicole;Russell;Nicole Russell;2022-09-30 00:00:00.000;80000;0-1 Miles;Cliffside
18238;Eduardo;Harris;Eduardo Harris;2020-05-05 00:00:00.000;90000;0-1 Miles;Caloundra
18239;Alisha;Zhu;Alisha Zhu;2020-05-26 00:00:00.000;90000;0-1 Miles;Malabar
18240;Arthur;Smith;Arthur Smith;2020-05-24 00:00:00.000;90000;0-1 Miles;Melton
18241;Tony;Sharma;Tony Sharma;2020-05-07 00:00:00.000;90000;0-1 Miles;Springwood
18242;Christine;Pal;Christine Pal;2020-05-30 00:00:00.000;90000;0-1 Miles;Newcastle
18243;Cesar;Sai;Cesar Sai;2020-05-06 00:00:00.000;90000;0-1 Miles;Milsons Point
18244;Lindsay;Chande;Lindsay Chande;2020-05-20 00:00:00.000;100000;0-1 Miles;East Brisbane
18245;Misty;Goel;Misty Goel;2020-05-16 00:00:00.000;60000;2-5 Miles;Brisbane
18246;Terrence;Raje;Terrence Raje;2020-05-12 00:00:00.000;90000;2-5 Miles;Springwood
18247;Donna;Beck;Donna Beck;2022-07-15 00:00:00.000;70000;10+ Miles;Melbourne
18248;Pedro;Moreno;Pedro Moreno;2020-05-25 00:00:00.000;110000;0-1 Miles;Caloundra
18249;Alison;Chander;Alison Chander;2020-05-19 00:00:00.000;120000;5-10 Miles;Perth
18250;Jeremiah;Hall;Jeremiah Hall;2020-05-05 00:00:00.000;70000;10+ Miles;Geelong
18251;Ricky;Sanz;Ricky Sanz;2020-05-29 00:00:00.000;70000;10+ Miles;Geelong
18252;Alvin;Sun;Alvin Sun;2020-05-30 00:00:00.000;80000;0-1 Miles;Bendigo
18253;Trisha;Guo;Trisha Guo;2022-05-11 00:00:00.000;80000;0-1 Miles;Melbourne
18254;Larry;Martin;Larry Martin;2020-05-21 00:00:00.000;100000;1-2 Miles;Lane Cove
18255;Rachel;Griffin;Rachel Griffin;2020-05-12 00:00:00.000;60000;2-5 Miles;Geelong
18256;Gilbert;Cai;Gilbert Cai;2022-02-27 00:00:00.000;60000;0-1 Miles;Brisbane
18257;Krista;Jimenez;Krista Jimenez;2022-03-16 00:00:00.000;70000;10+ Miles;Cranbourne
18258;Cassie;Chander;Cassie Chander;2022-06-18 00:00:00.000;70000;5-10 Miles;Matraville
18259;Bailey;Torres;Bailey Torres;2022-02-20 00:00:00.000;70000;5-10 Miles;Melbourne
18260;Jodi;Sharma;Jodi Sharma;2020-05-23 00:00:00.000;70000;0-1 Miles;Warrnambool
18261;Stacy;Ramos;Stacy Ramos;2022-08-30 00:00:00.000;70000;5-10 Miles;Perth
18262;Evelyn;Rana;Evelyn Rana;2022-10-20 00:00:00.000;60000;5-10 Miles;Sydney
18263;Karla;Jai;Karla Jai;2022-02-24 00:00:00.000;60000;5-10 Miles;Coffs Harbour
18264;Jeffery;Ma;Jeffery Ma;2022-09-21 00:00:00.000;60000;10+ Miles;Darlinghurst
18265;Trisha;Cai;Trisha Cai;2022-09-17 00:00:00.000;60000;10+ Miles;North Sydney
18266;Mandy;Huang;Mandy Huang;2022-08-04 00:00:00.000;60000;5-10 Miles;Melton
18267;Brad;Jai;Brad Jai;2022-02-17 00:00:00.000;60000;5-10 Miles;Goulburn
18268;Preston;Chapman;Preston Chapman;2020-05-16 00:00:00.000;60000;5-10 Miles;South Melbourne
18269;Wendy;Torres;Wendy Torres;2020-05-20 00:00:00.000;60000;5-10 Miles;Hawthorne
18270;Rachael;Rana;Rachael Rana;2022-07-02 00:00:00.000;70000;5-10 Miles;Wollongong
18271;Darrell;Yuan;Darrell Yuan;2022-04-08 00:00:00.000;70000;0-1 Miles;North Sydney
18272;Autumn;Lin;Autumn Lin;2020-05-10 00:00:00.000;90000;1-2 Miles;Lavender Bay
18273;Natalie;Moore;Natalie Moore;2020-05-28 00:00:00.000;90000;1-2 Miles;Melbourne
18274;Carla;Sanchez;Carla Sanchez;2022-10-25 00:00:00.000;90000;0-1 Miles;Newcastle
18275;Heather;Yang;Heather Yang;2020-05-14 00:00:00.000;70000;0-1 Miles;Gold Coast
18276;Alexa;Murphy;Alexa Murphy;2020-06-17 00:00:00.000;60000;5-10 Miles;Cranbourne
18277;Terry;Lal;Terry Lal;2020-06-15 00:00:00.000;60000;0-1 Miles;Hawthorne
18278;Lucas;Powell;Lucas Powell;2022-04-09 00:00:00.000;60000;5-10 Miles;Sunbury
18279;Rachael;Suri;Rachael Suri;2022-12-06 00:00:00.000;60000;5-10 Miles;Wollongong
18280;Jimmy;Alonso;Jimmy Alonso;2022-11-22 00:00:00.000;60000;5-10 Miles;Hobart
18281;Jaclyn;Li;Jaclyn Li;2020-06-01 00:00:00.000;60000;0-1 Miles;Milsons Point
18282;Candace;Kapoor;Candace Kapoor;2022-02-13 00:00:00.000;100000;5-10 Miles;Gold Coast
18283;Mallory;Vazquez;Mallory Vazquez;2022-08-02 00:00:00.000;100000;5-10 Miles;Hobart
18284;Carl;Deng;Carl Deng;2020-06-13 00:00:00.000;100000;2-5 Miles;Hobart
18285;Roberto;Romero;Roberto Romero;2022-04-01 00:00:00.000;60000;5-10 Miles;Newcastle
18286;Holly;Suri;Holly Suri;2022-02-19 00:00:00.000;60000;5-10 Miles;Caloundra
18287;Heather;Zeng;Heather Zeng;2022-02-26 00:00:00.000;40000;5-10 Miles;Lavender Bay
18288;Daisy;Suarez;Daisy Suarez;2020-06-07 00:00:00.000;70000;0-1 Miles;Goulburn
18289;Jaclyn;Raji;Jaclyn Raji;2022-10-15 00:00:00.000;80000;0-1 Miles;Milsons Point
18290;Audrey;Hernandez;Audrey Hernandez;2022-02-08 00:00:00.000;70000;5-10 Miles;Darlinghurst
18291;Jennifer;Hill;Jennifer Hill;2022-06-20 00:00:00.000;70000;5-10 Miles;Melton
18292;Louis;Tang;Louis Tang;2022-08-02 00:00:00.000;70000;5-10 Miles;South Melbourne
18293;Austin;Butler;Austin Butler;2022-01-28 00:00:00.000;90000;5-10 Miles;Rockhampton
18294;Denise;Prasad;Denise Prasad;2022-05-12 00:00:00.000;90000;5-10 Miles;Sunbury
18295;Ajay;Solanki;Ajay Solanki;2022-04-21 00:00:00.000;90000;5-10 Miles;Brisbane
18296;Trisha;Li;Trisha Li;2020-06-10 00:00:00.000;70000;0-1 Miles;Coffs Harbour
18297;Gloria;Alvarez;Gloria Alvarez;2020-06-25 00:00:00.000;70000;5-10 Miles;Milsons Point
18298;Geoffrey;Malhotra;Geoffrey Malhotra;2022-07-19 00:00:00.000;70000;5-10 Miles;North Ryde
18299;Colin;Deng;Colin Deng;2022-07-25 00:00:00.000;70000;5-10 Miles;Townsville
18300;Diane;Ramos;Diane Ramos;2022-04-15 00:00:00.000;60000;5-10 Miles;Cloverdale
18301;Julie;Xu;Julie Xu;2020-06-08 00:00:00.000;90000;2-5 Miles;Sunbury
18302;Wayne;Xie;Wayne Xie;2020-06-25 00:00:00.000;90000;5-10 Miles;Cranbourne
18303;Shannon;Serrano;Shannon Serrano;2020-06-17 00:00:00.000;90000;5-10 Miles;North Sydney
18304;Yolanda;She;Yolanda She;2022-04-21 00:00:00.000;70000;5-10 Miles;Silverwater
18305;Kelvin;Xu;Kelvin Xu;2022-07-09 00:00:00.000;40000;0-1 Miles;Warrnambool
18306;Margaret;Lin;Margaret Lin;2022-06-15 00:00:00.000;70000;5-10 Miles;Melbourne
18307;Amy;Zhang;Amy Zhang;2020-06-12 00:00:00.000;70000;5-10 Miles;Goulburn
18308;Erica;Chen;Erica Chen;2020-06-10 00:00:00.000;70000;5-10 Miles;South Melbourne
18309;Mandy;Wu;Mandy Wu;2020-06-02 00:00:00.000;70000;5-10 Miles;Port Macquarie
18310;Lance;Romero;Lance Romero;2022-06-12 00:00:00.000;10000;5-10 Miles;Rhodes
18311;Jennifer;Mitchell;Jennifer Mitchell;2022-12-15 00:00:00.000;40000;5-10 Miles;El Cajon
18312;Miguel;Moore;Miguel Moore;2022-04-02 00:00:00.000;40000;0-1 Miles;Daly City
18313;Arianna;Foster;Arianna Foster;2022-11-30 00:00:00.000;30000;0-1 Miles;Burlingame
18314;Eric;Perry;Eric Perry;2022-03-21 00:00:00.000;30000;0-1 Miles;Langley
18315;Melody;Dominguez;Melody Dominguez;2022-06-27 00:00:00.000;30000;5-10 Miles;Carol Stream
18316;Justin;Kumar;Justin Kumar;2022-10-25 00:00:00.000;30000;0-1 Miles;Olympia
18317;Samantha;Jones;Samantha Jones;2022-11-21 00:00:00.000;30000;5-10 Miles;Shawnee
18318;Benjamin;Hughes;Benjamin Hughes;2022-10-01 00:00:00.000;40000;5-10 Miles;Lynnwood
18319;Aimee;Sun;Aimee Sun;2022-04-24 00:00:00.000;30000;5-10 Miles;Rhodes
18320;Luis;Jai;Luis Jai;2022-09-10 00:00:00.000;30000;0-1 Miles;Vancouver
18321;Sebastian;Cook;Sebastian Cook;2022-03-27 00:00:00.000;30000;5-10 Miles;Woodburn
18322;Antonio;Ross;Antonio Ross;2022-04-05 00:00:00.000;30000;0-1 Miles;Port Hammond
18323;Jeremy;Clark;Jeremy Clark;2022-07-19 00:00:00.000;40000;5-10 Miles;Edmonds
18324;Jackson;Butler;Jackson Butler;2022-12-18 00:00:00.000;40000;0-1 Miles;Langford
18325;Colleen;Xu;Colleen Xu;2022-03-01 00:00:00.000;40000;0-1 Miles;Hobart
18326;Jay;Srini;Jay Srini;2022-09-25 00:00:00.000;40000;0-1 Miles;Matraville
18327;Jon;Sharma;Jon Sharma;2022-03-28 00:00:00.000;30000;5-10 Miles;Berkeley
18328;Alvin;Rai;Alvin Rai;2022-10-09 00:00:00.000;40000;5-10 Miles;Concord
18329;Marcus;Bailey;Marcus Bailey;2022-01-30 00:00:00.000;30000;5-10 Miles;N. Vancouver
18330;Kellie;Diaz;Kellie Diaz;2022-03-14 00:00:00.000;60000;5-10 Miles;Sunbury
18331;Jerry;Chande;Jerry Chande;2020-06-29 00:00:00.000;30000;0-1 Miles;Cranbourne
18332;Emmanuel;Malhotra;Emmanuel Malhotra;2020-06-28 00:00:00.000;30000;0-1 Miles;Cranbourne
18333;Meredith;Patel;Meredith Patel;2022-12-24 00:00:00.000;30000;5-10 Miles;Caloundra
18334;Edwin;Ye;Edwin Ye;2020-06-06 00:00:00.000;30000;0-1 Miles;Cloverdale
18335;Ricky;Diaz;Ricky Diaz;2020-06-05 00:00:00.000;40000;5-10 Miles;Gold Coast
18336;Carla;Gonzalez;Carla Gonzalez;2020-06-15 00:00:00.000;40000;5-10 Miles;Malabar
18337;Audrey;Serrano;Audrey Serrano;2020-06-03 00:00:00.000;50000;5-10 Miles;Townsville
18338;Nina;Andersen;Nina Andersen;2020-06-04 00:00:00.000;50000;5-10 Miles;Warrnambool
18339;Donna;Nath;Donna Nath;2022-10-13 00:00:00.000;40000;5-10 Miles;Bellflower
18340;Arianna;Cooper;Arianna Cooper;2022-11-08 00:00:00.000;40000;5-10 Miles;Berkeley
18341;Russell;Goel;Russell Goel;2023-01-12 00:00:00.000;40000;1-2 Miles;Coronado
18342;Victoria;James;Victoria James;2022-05-26 00:00:00.000;40000;5-10 Miles;National City
18343;Dalton;Green;Dalton Green;2022-08-16 00:00:00.000;40000;1-2 Miles;Oakland
18344;Caleb;Turner;Caleb Turner;2022-10-19 00:00:00.000;60000;5-10 Miles;Woodland Hills
18345;Samantha;Bryant;Samantha Bryant;2022-10-27 00:00:00.000;40000;5-10 Miles;Metchosin
18346;Anna;Flores;Anna Flores;2022-02-20 00:00:00.000;30000;1-2 Miles;Imperial Beach
18347;Alyssa;Clark;Alyssa Clark;2022-07-18 00:00:00.000;30000;1-2 Miles;Palo Alto
18348;Katelyn;Roberts;Katelyn Roberts;2022-02-25 00:00:00.000;30000;1-2 Miles;San Gabriel
18349;Jacob;Robinson;Jacob Robinson;2022-03-25 00:00:00.000;30000;5-10 Miles;Spring Valley
18350;Emma;Ross;Emma Ross;2022-10-20 00:00:00.000;60000;5-10 Miles;West Covina
18351;Alexander;Smith;Alexander Smith;2022-11-23 00:00:00.000;70000;5-10 Miles;Burlingame
18352;Noah;Thomas;Noah Thomas;2022-11-09 00:00:00.000;80000;1-2 Miles;Chula Vista
18353;Robert;Anderson;Robert Anderson;2022-11-07 00:00:00.000;80000;1-2 Miles;Renton
18354;Alvin;Nara;Alvin Nara;2022-04-23 00:00:00.000;170000;0-1 Miles;Burlingame
18355;Edward;Foster;Edward Foster;2022-08-09 00:00:00.000;90000;0-1 Miles;Haney
18356;Alexander;Lee;Alexander Lee;2022-11-14 00:00:00.000;90000;1-2 Miles;Sooke
18357;Trinity;Reed;Trinity Reed;2022-10-31 00:00:00.000;100000;0-1 Miles;Issaquah
18358;Oscar;Coleman;Oscar Coleman;2022-04-10 00:00:00.000;30000;1-2 Miles;Downey
18359;Alexandria;Bryant;Alexandria Bryant;2023-01-11 00:00:00.000;60000;1-2 Miles;Newport Beach
18360;Eric;Li;Eric Li;2022-09-29 00:00:00.000;60000;5-10 Miles;Santa Cruz
18361;Marcus;Simmons;Marcus Simmons;2022-10-07 00:00:00.000;60000;1-2 Miles;West Covina
18362;Erin;Howard;Erin Howard;2022-11-30 00:00:00.000;40000;1-2 Miles;Cliffside
18363;Lucas;Ward;Lucas Ward;2022-12-20 00:00:00.000;40000;5-10 Miles;Cliffside
18364;Eduardo;Gray;Eduardo Gray;2022-03-10 00:00:00.000;40000;1-2 Miles;Edmonds
18365;Daniel;Lewis;Daniel Lewis;2022-06-03 00:00:00.000;40000;5-10 Miles;Renton
18366;Alexandria;Richardson;Alexandria Richardson;2022-10-15 00:00:00.000;60000;1-2 Miles;La Jolla
18367;Edwin;Wu;Edwin Wu;2023-01-16 00:00:00.000;10000;1-2 Miles;Rhodes
18368;Austin;Hughes;Austin Hughes;2022-12-19 00:00:00.000;60000;0-1 Miles;Cliffside
18369;Mandy;He;Mandy He;2022-10-12 00:00:00.000;60000;1-2 Miles;Chula Vista
18370;Tristan;Flores;Tristan Flores;2022-10-14 00:00:00.000;60000;0-1 Miles;Santa Cruz
18371;Jessica;Morgan;Jessica Morgan;2022-10-10 00:00:00.000;60000;1-2 Miles;Lynnwood
18372;Jeremiah;Thomas;Jeremiah Thomas;2022-12-12 00:00:00.000;50000;0-1 Miles;Westminster
18373;Stephanie;Roberts;Stephanie Roberts;2022-10-13 00:00:00.000;50000;0-1 Miles;Beaverton
18374;Logan;King;Logan King;2022-03-17 00:00:00.000;100000;0-1 Miles;Puyallup
18375;Michelle;Morris;Michelle Morris;2022-12-20 00:00:00.000;150000;1-2 Miles;Redwood City
18376;Abigail;Diaz;Abigail Diaz;2022-12-16 00:00:00.000;70000;5-10 Miles;Novato
18377;Madison;Robinson;Madison Robinson;2022-10-06 00:00:00.000;70000;5-10 Miles;Metchosin
18378;Dalton;Foster;Dalton Foster;2022-12-01 00:00:00.000;80000;2-5 Miles;Santa Monica
18379;Abigail;Robinson;Abigail Robinson;2022-10-25 00:00:00.000;80000;0-1 Miles;Port Hammond
18380;Kaitlyn;Kelly;Kaitlyn Kelly;2022-07-05 00:00:00.000;80000;0-1 Miles;Milwaukie
18381;Katherine;Ward;Katherine Ward;2022-12-09 00:00:00.000;90000;5-10 Miles;Chula Vista
18382;Isabella;Garcia;Isabella Garcia;2022-08-07 00:00:00.000;80000;0-1 Miles;Langley
18383;Natalie;Torres;Natalie Torres;2022-08-02 00:00:00.000;90000;5-10 Miles;Marysville
18384;Nicole;Williams;Nicole Williams;2022-02-09 00:00:00.000;90000;10+ Miles;Port Orchard
18385;Miguel;Gonzalez;Miguel Gonzalez;2023-01-14 00:00:00.000;110000;1-2 Miles;Burbank
18386;Kevin;Shan;Kevin Shan;2022-12-10 00:00:00.000;120000;5-10 Miles;El Cajon
18387;Carlos;Green;Carlos Green;2022-04-03 00:00:00.000;130000;0-1 Miles;National City
18388;Julia;Russell;Julia Russell;2022-12-19 00:00:00.000;150000;1-2 Miles;Spring Valley
18389;Marcus;Gray;Marcus Gray;2022-10-10 00:00:00.000;80000;0-1 Miles;Cliffside
18390;Blake;Thompson;Blake Thompson;2022-06-06 00:00:00.000;80000;0-1 Miles;Cliffside
18391;Jacqueline;Russell;Jacqueline Russell;2022-03-19 00:00:00.000;80000;5-10 Miles;N. Vancouver
18392;Jasmine;Gonzales;Jasmine Gonzales;2022-10-19 00:00:00.000;80000;0-1 Miles;Royal Oak
18393;Angela;Ross;Angela Ross;2022-12-02 00:00:00.000;100000;5-10 Miles;Lake Oswego
18394;Sean;Wright;Sean Wright;2022-12-16 00:00:00.000;100000;5-10 Miles;Renton
18395;Xavier;Howard;Xavier Howard;2022-12-06 00:00:00.000;100000;5-10 Miles;Woodburn
18396;Luke;Parker;Luke Parker;2022-09-13 00:00:00.000;100000;1-2 Miles;Yakima
18397;Louis;Anand;Louis Anand;2022-11-07 00:00:00.000;100000;1-2 Miles;Byron
18398;Geoffrey;Sanchez;Geoffrey Sanchez;2022-12-10 00:00:00.000;110000;5-10 Miles;Colma
18399;Sara;Torres;Sara Torres;2022-12-03 00:00:00.000;120000;5-10 Miles;Concord
18400;Jeremiah;Jackson;Jeremiah Jackson;2022-12-28 00:00:00.000;120000;5-10 Miles;Grossmont
18401;Joshua;Jones;Joshua Jones;2022-10-27 00:00:00.000;70000;5-10 Miles;Metchosin
18402;Kimberly;Kelly;Kimberly Kelly;2022-08-29 00:00:00.000;80000;5-10 Miles;Ballard
18403;Madeline;Phillips;Madeline Phillips;2022-12-26 00:00:00.000;80000;5-10 Miles;Ballard
18404;Alicia;Raji;Alicia Raji;2022-09-13 00:00:00.000;80000;1-2 Miles;Chehalis
18405;Sheila;Gutierrez;Sheila Gutierrez;2022-07-22 00:00:00.000;110000;2-5 Miles;Berkeley
18406;Zachary;Ross;Zachary Ross;2022-12-24 00:00:00.000;130000;0-1 Miles;Imperial Beach
18407;Maria;Griffin;Maria Griffin;2022-04-06 00:00:00.000;60000;5-10 Miles;Westminster
18408;Cody;West;Cody West;2022-11-06 00:00:00.000;60000;5-10 Miles;Burien
18409;Olivia;Washington;Olivia Washington;2022-09-29 00:00:00.000;60000;5-10 Miles;Bellflower
18410;Joshua;Davis;Joshua Davis;2022-09-30 00:00:00.000;60000;1-2 Miles;Imperial Beach
18411;Jack;Powell;Jack Powell;2022-06-19 00:00:00.000;60000;5-10 Miles;Westminster
18412;Mary;Parker;Mary Parker;2022-12-20 00:00:00.000;70000;5-10 Miles;El Cajon
18413;Samuel;Jackson;Samuel Jackson;2022-12-24 00:00:00.000;80000;1-2 Miles;Imperial Beach
18414;Gabrielle;Griffin;Gabrielle Griffin;2022-10-07 00:00:00.000;40000;1-2 Miles;Beaverton
18415;Summer;Mehta;Summer Mehta;2022-12-23 00:00:00.000;70000;1-2 Miles;Burlingame
18416;Emma;Peterson;Emma Peterson;2022-12-04 00:00:00.000;100000;5-10 Miles;Portland
18417;Jonathan;Roberts;Jonathan Roberts;2022-08-03 00:00:00.000;110000;5-10 Miles;Beverly Hills
18418;Dawn;Sun;Dawn Sun;2022-12-28 00:00:00.000;110000;5-10 Miles;Concord
18419;Rachel;Johnson;Rachel Johnson;2023-01-16 00:00:00.000;120000;2-5 Miles;El Cajon
18420;Riley;Stewart;Riley Stewart;2022-12-07 00:00:00.000;160000;2-5 Miles;San Carlos
18421;Megan;Morgan;Megan Morgan;2022-10-26 00:00:00.000;170000;0-1 Miles;San Diego
18422;Taylor;Jones;Taylor Jones;2022-12-08 00:00:00.000;170000;0-1 Miles;Torrance
18423;Christian;Jones;Christian Jones;2022-03-25 00:00:00.000;80000;1-2 Miles;San Carlos
18424;Samuel;Williams;Samuel Williams;2022-03-08 00:00:00.000;60000;5-10 Miles;Fremont
18425;Garrett;Brooks;Garrett Brooks;2022-09-11 00:00:00.000;60000;5-10 Miles;El Cajon
18426;Luke;Gonzales;Luke Gonzales;2022-12-25 00:00:00.000;70000;1-2 Miles;Fremont
18427;Justin;Diaz;Justin Diaz;2022-12-11 00:00:00.000;70000;5-10 Miles;Lebanon
18428;Alexis;Henderson;Alexis Henderson;2022-12-08 00:00:00.000;70000;1-2 Miles;Portland
18429;Faith;Gonzales;Faith Gonzales;2022-12-09 00:00:00.000;70000;5-10 Miles;Tacoma
18430;Victoria;Morgan;Victoria Morgan;2022-10-22 00:00:00.000;40000;5-10 Miles;W. Linn
18431;Cameron;Hayes;Cameron Hayes;2022-10-20 00:00:00.000;40000;5-10 Miles;Lemon Grove
18432;Jordan;Lopez;Jordan Lopez;2022-12-07 00:00:00.000;70000;10+ Miles;Burlingame
18433;Seth;Ross;Seth Ross;2022-10-12 00:00:00.000;70000;1-2 Miles;Oak Bay
18434;Clayton;Stone;Clayton Stone;2022-12-27 00:00:00.000;80000;5-10 Miles;Burlingame
18435;Maria;Phillips;Maria Phillips;2022-12-07 00:00:00.000;70000;10+ Miles;Walla Walla
